source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_100ug_03_10_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_100ug_03_11_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_100ug_03_11_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_100ug_03_11_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_100ug_03_11_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_100ug_03_12_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_100ug_03_12_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_100ug_03_12_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_100ug_03_12_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_01_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_01_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_01_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_01_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_02_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_02_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_02_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_02_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_03_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_03_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_03_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_03_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_04_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_04_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_04_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_04_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_05_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_05_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_05_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_05_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_06_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_06_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_06_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_06_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_07_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_07_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_07_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_07_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_08_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_08_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_08_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_08_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_09_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_09_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_09_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_09_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_10_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_10_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_10_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_10_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_11_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_11_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_11_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_11_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_01_12_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_01_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_01_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_01_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_01_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_02_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_02_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_02_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_02_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_03_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_03_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_03_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_03_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_04_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_04_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_04_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_04_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_05_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_06_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_06_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_06_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_06_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_07_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_07_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_07_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_07_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_08_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_08_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_08_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_08_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_09_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_09_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_09_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_09_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_10_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_10_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_10_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_10_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_11_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_11_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_11_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_11_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_02_12_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_02_12_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_02_12_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_02_12_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_03_01_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_03_01_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_03_01_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_03_01_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_03_02_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_03_02_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_03_02_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_03_02_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_03_03_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_03_03_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_03_03_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_03_03_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_03_04_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_03_04_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_03_04_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_03_04_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_03_05_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_03_05_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_03_05_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_03_05_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_03_06_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_03_06_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_03_06_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_03_06_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
MinT_frac_Kans_25ug_03_07_QE_03Feb17_Wally_16-09-27	MinT_frac_Kans_25ug_03_07_QE_03Feb17_Wally_16-09-27	soil metagenome	soil	not applicable	not available	Deep_metaproteome_uncovers_functional_partitions_of_soil_microbiome	soil	soil	not available	not available	not available	not available	soil microbiome	1	MinT_frac_Kans_25ug_03_07_QE_03Feb17_Wally_16-09-27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=instrument model;AC=MS:1000031	not applicable	not available	1	1	MinT_frac_Kans_25ug_03_07_QE_03Feb17_Wally_16-09-27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=soil;VV=v1.0.0	manual curation	soil
