source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	characteristics[material type]	characteristics[age]	characteristics[sex]	characteristics[individual]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[cell type]	factor value[disease]
HD4_fibroblast_P12	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HD4	20190618_FBHD_HD4-P12_R3	proteomic profiling by mass spectrometry	3	20190618_FBHD_HD4-P12_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HD5_fibroblast_P9	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HD5	20190618_FBHD_HD5-P9_R1	proteomic profiling by mass spectrometry	1	20190618_FBHD_HD5-P9_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HD5_fibroblast_P9	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HD5	20190618_FBHD_HD5-P9_R2	proteomic profiling by mass spectrometry	2	20190618_FBHD_HD5-P9_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HD5_fibroblast_P9	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HD5	20190618_FBHD_HD5-P9_R3	proteomic profiling by mass spectrometry	3	20190618_FBHD_HD5-P9_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HD6_fibroblast_P17	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HD6	20190618_FBHD_HD6-P17_R1	proteomic profiling by mass spectrometry	1	20190618_FBHD_HD6-P17_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HD6_fibroblast_P17	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HD6	20190618_FBHD_HD6-P17_R2	proteomic profiling by mass spectrometry	2	20190618_FBHD_HD6-P17_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HD6_fibroblast_P17	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HD6	20190618_FBHD_HD6-P17_R3	proteomic profiling by mass spectrometry	3	20190618_FBHD_HD6-P17_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDKP_fibroblast_P7	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDKP	20190618_FBHD_HDKP-P7_R1	proteomic profiling by mass spectrometry	1	20190618_FBHD_HDKP-P7_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDKP_fibroblast_P7	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDKP	20190618_FBHD_HDKP-P7_R2	proteomic profiling by mass spectrometry	2	20190618_FBHD_HDKP-P7_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDKP_fibroblast_P7	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDKP	20190618_FBHD_HDKP-P7_R3	proteomic profiling by mass spectrometry	3	20190618_FBHD_HDKP-P7_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDRH_fibroblast_P7	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDRH	20190618_FBHD_HDRH-P7_R1	proteomic profiling by mass spectrometry	1	20190618_FBHD_HDRH-P7_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDRH_fibroblast_P7	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDRH	20190618_FBHD_HDRH-P7_R2	proteomic profiling by mass spectrometry	2	20190618_FBHD_HDRH-P7_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDRH_fibroblast_P7	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDRH	20190618_FBHD_HDRH-P7_R3	proteomic profiling by mass spectrometry	3	20190618_FBHD_HDRH-P7_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDSD_fibroblast_P10	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDSD	20190618_FBHD_HDSD-P10_R1	proteomic profiling by mass spectrometry	1	20190618_FBHD_HDSD-P10_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDSD_fibroblast_P10	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDSD	20190618_FBHD_HDSD-P10_R2	proteomic profiling by mass spectrometry	2	20190618_FBHD_HDSD-P10_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
HDSD_fibroblast_P10	Homo sapiens	skin of body	fibroblast	1	Huntington disease	cell	not available	male	HDSD	20190618_FBHD_HDSD-P10_R3	proteomic profiling by mass spectrometry	3	20190618_FBHD_HDSD-P10_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	fibroblast	Huntington disease
C11_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	C11	20190618_INC_C11-P8_R1	proteomic profiling by mass spectrometry	1	20190618_INC_C11-P8_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
C11_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	C11	20190618_INC_C11-P8_R2	proteomic profiling by mass spectrometry	2	20190618_INC_C11-P8_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
C11_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	C11	20190618_INC_C11-P8_R3	proteomic profiling by mass spectrometry	3	20190618_INC_C11-P8_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
C12_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	C12	20190618_INC_C12-P8_R1	proteomic profiling by mass spectrometry	1	20190618_INC_C12-P8_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
C12_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	C12	20190618_INC_C12-P8_R2	proteomic profiling by mass spectrometry	2	20190618_INC_C12-P8_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
C12_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	C12	20190618_INC_C12-P8_R3	proteomic profiling by mass spectrometry	3	20190618_INC_C12-P8_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
CBS_iN_P11	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	CBS	20190618_INC_CBS-P11_R1	proteomic profiling by mass spectrometry	1	20190618_INC_CBS-P11_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
CBS_iN_P11	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	CBS	20190618_INC_CBS-P11_R2	proteomic profiling by mass spectrometry	2	20190618_INC_CBS-P11_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
CBS_iN_P11	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	CBS	20190618_INC_CBS-P11_R3	proteomic profiling by mass spectrometry	3	20190618_INC_CBS-P11_R3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
CGE_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	CGE	20190618_INC_CGE-P8_R1	proteomic profiling by mass spectrometry	1	20190618_INC_CGE-P8_R1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
CGE_iN_P8	Homo sapiens	skin of body	neuron	1	normal	cell	not available	not available	CGE	20190618_INC_CGE-P8_R2	proteomic profiling by mass spectrometry	2	20190618_INC_CGE-P8_R2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF-X;AC=MS:1002877	NT=Trypsin;AC=MS:1001251	label free sample	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	28% NCE	10 ppm	0.02 Da	NT=dithiothreitol (DTT);AC=PRIDE:0000608	NT=iodoacetamide (IAA);AC=PRIDE:0000599	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	neuron	normal
