source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[developmental stage]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[assay]
20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_02	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_03	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_04	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	4	20250203_AST0_NEO4_JVO_IO15_MCF10A_180SPD_250ng_380_980_All_ON_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_01	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_02	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_03	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_04	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	4	20250203_AST0_NEO4_JVO_IO15_MCF10A_300SPD_250ng_380_980_All_ON_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_01	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_02	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_03	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_04	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	4	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_180SPD_380_980_All_ON_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_01	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_02	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_03	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_04	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	4	20250203_AST0_NEO4_JVO_IO15_MDAMD235_250ng_300SPD_380_980_All_ON_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_01	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_02	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_03	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_04	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	4	20250203_AST0_NEO4_JVO_IO15_ML1_180SPD_250ng_380_980_All_ON_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	180 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_01	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_01	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	1	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_02	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_02	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	2	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_03	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_03	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	3	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_04	Homo sapiens	not applicable	normal	epithelial cell	cell	A-172	CVCL_0131	not available	male	not available	not available	1	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_04	proteomic profiling by mass spectrometry	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=Orbitrap Astral Zoom;AC=MS:1003442	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=beam-type collision-induced dissociation;AC=MS:1000422	1	4	20250203_AST0_NEO4_JVO_IO15_ML1_300SPD_250ng_380_980_All_ON_04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=dia-acquisition;VV=v1.1.0	manual curation	300 SPD; Astral zoom ON
