source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[developmental stage]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[cell line derivative]	characteristics[extracellular vesicle subtype]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[cell line derivative]	factor value[extracellular vesicle subtype]
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_26-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	8	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_27-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	9	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_28-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	10	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_29-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	11	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_30-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	12	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_31-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	13	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_32-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	14	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_33-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	15	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_34-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	16	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_35-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	17	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_36-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	18	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_37-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	19	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
LN-sEV-rep2	Homo sapiens	not applicable	not applicable	2	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H2LN	small extracellular vesicle	Fusion_191218_38-TMT127C	proteomic profiling by mass spectrometry	1	Fusion_191218_38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127C	20	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H2LN	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_11-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	1	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_12-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	2	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_13-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	3	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_14-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	4	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_23-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	5	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_24-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	6	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_25-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	7	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_26-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	8	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_27-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	9	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_28-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	10	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_29-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	11	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_30-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	12	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
D3H1-sEV-rep3	Homo sapiens	not applicable	not applicable	3	not pooled	breast cancer	not applicable	not available	not available	not available	not available	MDA-MB-231 cell	not available	not available	MDA-MB-231-luc-D3H1	small extracellular vesicle	Fusion_191218_31-TMT127N	proteomic profiling by mass spectrometry	1	Fusion_191218_31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT127N	13	NT=collision-induced dissociation;AC=MS:1000133	35% NCE	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	MDA-MB-231-luc-D3H1	small extracellular vesicle
