source name	characteristics[sample name]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[project name]	characteristics[environmental sample type]	characteristics[environmental medium]	characteristics[geographic location]	characteristics[collection date]	characteristics[sample collection method]	characteristics[sample storage]	characteristics[microbiome source]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
tADL_10vs30_Sup_Exp2_TR1	tADL_10vs30_Sup_Exp2_TR1	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_10vs30_Sup_Exp2_TR1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_10vs30_Sup_Exp2_TR1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_10vs30_Sup_Exp2_TR2	tADL_10vs30_Sup_Exp2_TR2	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_10vs30_Sup_Exp2_TR2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_10vs30_Sup_Exp2_TR2.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_CP_Exp1_TR1	tADL_4vs30_CP_Exp1_TR1	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_CP_Exp1_TR1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_CP_Exp1_TR1.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_CP_Exp1_TR2	tADL_4vs30_CP_Exp1_TR2	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_CP_Exp1_TR2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_CP_Exp1_TR2.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_CP_Exp2_TR1	tADL_4vs30_CP_Exp2_TR1	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_CP_Exp2_TR1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_CP_Exp2_TR1.wiff	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_CP_Exp2_TR2	tADL_4vs30_CP_Exp2_TR2	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_CP_Exp2_TR2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_CP_Exp2_TR2.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_Sup_Exp1_TR1	tADL_4vs30_Sup_Exp1_TR1	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_Sup_Exp1_TR1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_Sup_Exp1_TR1.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_Sup_Exp1_TR2	tADL_4vs30_Sup_Exp1_TR2	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_Sup_Exp1_TR2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_Sup_Exp1_TR2.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_Sup_Exp2_TR1	tADL_4vs30_Sup_Exp2_TR1	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_Sup_Exp2_TR1	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_Sup_Exp2_TR1.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
tADL_4vs30_Sup_Exp2_TR2	tADL_4vs30_Sup_Exp2_TR2	Halorubrum lacusprofundi atcc 49239	Cell culture	not applicable	not available	Quantitative_proteomics_of_cold_adaptation_of_the_Antarctic_archaeon_Halohasta_litchfieldiae_and_Halorubrum_lacusprofundi	freshwater	freshwater	not available	not available	not available	not available	freshwater microbiome	1	tADL_4vs30_Sup_Exp2_TR2	proteomic profiling by mass spectrometry	Data-dependent acquisition	NT=isotope labeling;AC=PRIDE:0000310	NT=TripleTOF 5600;AC=MS:1000932	NT=iTRAQ4plex;AC=UNIMOD:214;TA=K;MT=Fixed	not applicable	not available	1	1	tADL_4vs30_Sup_Exp2_TR2.wiff.scan	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=metaproteomics;VV=v1.0.0	NT=water;VV=v1.0.0	manual curation	Cell culture
