source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[dilution rate]	characteristics[strain]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	factor value[dilution rate]	factor value[strain]
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_54-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	8	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_55-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	9	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_56-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	10	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_57-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	11	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_58-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	12	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_59-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	13	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_60-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	14	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_61-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	15	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_62-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	16	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_63-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	17	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_64-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	18	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_65-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	19	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
MH34-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	MH34	Fusion_180705_66-TMT130C	proteomic profiling by mass spectrometry	1	Fusion_180705_66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT130C	20	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	MH34
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_47-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	1	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_48-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	2	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_49-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	3	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_50-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	4	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_51-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	5	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_52-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	6	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_53-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	7	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_54-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	8	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_55-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	9	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_56-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	10	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_57-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	11	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_58-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	12	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_59-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	13	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_60-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	14	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_61-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	15	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_62-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	16	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_63-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	17	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_64-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	18	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
AAC-rate0.2-rep1	Saccharomyces cerevisiae	not applicable	not applicable	1	not pooled	not applicable	cell	0.2 /h	AAC	Fusion_180705_65-TMT131C	proteomic profiling by mass spectrometry	1	Fusion_180705_65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	NT=Trypsin;AC=MS:1001251	TMT131C	19	NT=higher energy beam-type collision-induced dissociation;AC=MS:1002481	5 ppm	0.6 Da	NT=Methylthio;AC=UNIMOD:39;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=TMT6plex;AC=UNIMOD:737;TA=K;MT=Fixed	NT=TMT6plex;AC=UNIMOD:737;PP=Any N-term;MT=Fixed	0.2 /h	AAC
