source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	characteristics[material type]	characteristics[sample type]	characteristics[enrichment process]	characteristics[crosslink distance]	characteristics[crosslinking reaction time]	characteristics[crosslinking temperature]	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[proteomics data acquisition method]	comment[cleavage agent details]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[chemical cross-linking coupled with ms]	comment[cross-linker]	comment[crosslink enrichment method]	comment[reduction reagent]	comment[alkylation reagent]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[crosslink strategy]	factor value[sample context]
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F04	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F04.raw	1	F04	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F05	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F05.raw	1	F05	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F06	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F06.raw	1	F06	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F07	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F07.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F07.raw	1	F07	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F08	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F08.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F08.raw	1	F08	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F09	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F09.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F09.raw	1	F09	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F10	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F10.raw	1	F10	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F11	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F11.raw	1	F11	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F12	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F12.raw	1	F12	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F13	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F13.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F13.raw	1	F13	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F14	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F14.raw	1	F14	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F15	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F15.raw	1	F15	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F16	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F16.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F16.raw	1	F16	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F17	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F17.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F17.raw	1	F17	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F18	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F18.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F18.raw	1	F18	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F19	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F19.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F19.raw	1	F19	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F20	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F20.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F20.raw	1	F20	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F21	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F21.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F21.raw	1	F21	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F22	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F22.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F22.raw	1	F22	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F23	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F23.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F23.raw	1	F23	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
A549 click-linked 1x labeling SEC11	Homo sapiens	cultured cell	A549	lung adenocarcinoma	1	cell	not available	size exclusion chromatography and high pH reverse phase chromatography	not available	60 min	not available	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F24	proteomic profiling by mass spectrometry	20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F24.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2025/01/PXD059118/20240721_A549_PropargylAzide_1xLabeling_Clicked_SEC11_HighpH_F24.raw	1	F24	AC=MS:1002038;NT=label free sample	NT=Orbitrap Ascend;AC=MS:1003356	NT=Data-dependent acquisition;AC=PRIDE:0000449	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=HCD;AC=PRIDE:0000590	not available	10 ppm	15 ppm	size exclusion chromatography and high pH reverse phase chromatography	chemical cross-linking coupled with mass spectrometry proteomics	propargyl- and azide-NHS ester click-linking reagents	size exclusion chromatography and high pH reverse phase chromatography	DTT	2-chloroacetamide	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0	Click-linking	clicked 1x labeling SEC11
